""	"DMRT1"	"DKK1"	"WNT4"	"SRY"	"NR0B1"	"RSPO1"	"NR5A1"	"SOX9"	"CTNNB1"	"WT1pKTS"	"FGF9"	"DHH"	"PGD2"	"FOXL2"	"AMH"	"CBX2"	"UGR"	"GATA4"	"WT1mKTS"
"E881_716"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E113_129"	0	0	1	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1645_554"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1056_342"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E413_746"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E970_259"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1948_499"	2	2	0	2	2	0	2	2	0	2	2	2	1	0	0	0	0	2	2
"E1103_684"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E480_202"	0	0	2	2	2	1	0	0	1	2	0	0	0	0	0	0	0	2	2
"E930_328"	2	2	0	2	2	2	0	0	0	1	0	0	0	0	0	0	0	2	1
"E130_105"	0	0	2	1	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1756_348"	2	2	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E935_116"	0	0	2	1	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1572_303"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1716_46"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E961_142"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1253_514"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E289_748"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E293_140"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	0	0	2	2
"E1963_705"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	1	2
"E42_521"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E808_403"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1382_298"	2	2	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E387_519"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E686_211"	0	0	2	2	2	2	0	0	1	2	0	0	0	0	0	0	0	2	2
"E213_40"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1935_538"	2	2	0	2	0	0	2	2	0	1	2	1	1	0	1	0	0	1	2
"E1175_757"	2	2	0	2	0	0	2	1	0	2	2	2	1	0	1	0	0	2	2
"E232_253"	2	2	1	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1601_56"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1430_83"	0	0	0	1	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1880_443"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1484_635"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E627_46"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E920_421"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E1140_290"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1677_695"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	1
"E1283_216"	1	0	2	2	2	0	1	0	0	2	0	0	0	0	0	0	0	2	2
"E178_42"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1855_283"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E85_358"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	1	2
"E652_714"	0	0	2	0	2	1	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1815_440"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1008_569"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1379_746"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1278_345"	2	2	0	2	2	0	1	0	0	2	0	0	0	0	0	0	0	2	2
"E1217_465"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E518_645"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1375_681"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1493_425"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E651_341"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E597_347"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E794_323"	2	2	0	2	2	0	1	0	0	2	0	0	0	0	0	0	0	1	2
"E1883_419"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E1954_234"	0	0	2	2	2	2	0	0	1	1	0	0	0	0	0	1	0	2	2
"E994_512"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E307_268"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E743_727"	0	0	1	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1150_425"	2	2	0	2	2	0	2	2	0	1	0	0	0	0	0	0	0	2	2
"E1213_273"	0	0	2	0	2	2	0	0	1	1	0	0	0	0	0	0	0	2	2
"E419_180"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	0	0	2	2
"E1034_161"	0	0	2	2	2	0	1	0	0	2	0	0	0	0	0	2	0	2	2
"E884_95"	0	0	1	0	1	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1654_381"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E117_530"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E664_13"	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	2	2	1
"E474_483"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	1	2
"E811_423"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E1291_299"	0	0	2	0	2	2	0	0	1	1	0	0	0	1	0	0	0	2	2
"E538_498"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E623_83"	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1440_139"	0	0	0	2	2	0	2	0	0	1	0	0	0	0	0	0	0	2	0
"E1808_722"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E616_327"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E304_283"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	1	2
"E1554_296"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E107_582"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E916_161"	0	0	2	2	2	0	2	0	1	2	0	0	0	0	0	2	0	2	2
"E1723_310"	2	2	1	2	1	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1002_245"	2	2	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	1	2
"E563_284"	2	1	2	1	2	2	0	0	0	1	0	0	0	0	0	0	0	2	2
"E790_387"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E724_439"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E425_231"	2	1	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E146_479"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E16_241"	0	0	1	1	2	1	0	0	1	1	0	0	0	0	0	0	0	2	2
"E402_762"	2	2	0	2	0	0	2	1	0	2	2	2	1	0	1	0	0	2	2
"E279_654"	2	2	0	2	0	0	2	2	0	1	2	2	1	0	1	0	0	2	2
"E1573_5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"E1166_356"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E462_314"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1162_375"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1357_635"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E830_220"	0	0	2	0	2	2	0	0	1	2	0	0	0	0	0	0	0	2	2
"E1590_218"	2	2	2	2	2	1	1	0	0	2	0	0	0	0	0	0	0	1	2
"E1107_97"	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E334_732"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1322_125"	0	0	1	0	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1958_567"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E44_234"	2	2	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E381_356"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1932_385"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E313_710"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E86_659"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1201_109"	0	0	2	0	2	0	1	0	0	2	0	0	0	0	0	2	0	1	2
"E442_76"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E536_594"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1420_503"	2	2	0	2	0	0	2	2	0	1	2	2	1	0	1	0	0	2	2
"E1506_366"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E791_565"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E35_598"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E823_180"	0	0	2	2	2	1	2	0	1	2	0	0	0	0	0	2	0	2	2
"E144_612"	0	0	2	0	2	1	0	0	1	0	0	0	0	1	0	0	0	2	2
"E207_35"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1044_703"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1913_77"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	1
"E1991_40"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1432_7"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	1
"E1977_15"	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	2	1	1
"E592_369"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E305_496"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1526_288"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1116_566"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E212_42"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	1	2
"E1054_377"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E555_644"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	1
"E1424_60"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E354_752"	2	2	0	2	0	0	2	1	0	2	2	2	1	0	1	0	0	2	2
"E1019_380"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E1331_289"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E877_577"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1264_157"	0	0	2	2	2	1	2	0	1	2	0	0	0	0	0	2	0	2	2
"E1675_773"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1014_137"	0	0	2	1	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E417_448"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E1872_363"	0	0	2	0	2	2	0	0	1	1	0	0	0	0	0	0	0	2	2
"E998_455"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E873_343"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E778_767"	2	2	0	2	0	0	2	2	0	1	2	2	1	0	1	0	0	2	2
"E1762_304"	2	2	1	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1942_21"	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	2	1	2
"E1627_773"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1376_577"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1646_559"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E247_377"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	0	0	0	2	2
"E15_738"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1057_511"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E392_555"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1392_312"	2	2	0	2	1	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E237_88"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	1	2	2
"E1852_117"	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0	2	0	2	1
"E559_305"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E532_445"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E642_480"	2	2	0	2	0	0	2	2	0	1	2	2	1	0	1	0	0	2	2
"E534_797"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1894_210"	0	0	2	0	2	2	0	0	1	2	0	0	0	0	0	0	0	2	2
"E1670_72"	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	2	2	2	2
"E602_213"	2	2	2	2	2	1	0	0	0	2	0	0	0	0	0	0	0	2	2
"E408_577"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	1	2
"E577_682"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E793_185"	0	0	2	0	2	1	2	0	1	2	0	0	0	0	0	0	0	2	1
"E1386_616"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1015_625"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1909_139"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1244_477"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E564_182"	0	0	2	2	2	1	0	0	0	2	0	0	0	0	0	1	0	2	2
"E1710_262"	1	1	2	2	2	2	0	0	0	1	0	0	0	0	0	0	0	2	2
"E1944_778"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E112_444"	0	0	1	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E352_148"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	2	0	1	2
"E569_368"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E572_618"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E957_655"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1453_33"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	1	2
"E1668_701"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	1	2
"E1825_132"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1061_461"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1754_124"	0	0	1	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E840_357"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
